Nsample	fc	zr	MNAR	model	pAUROC
5	3	0.9	0.3	ModT-bPCA	0.680902296989987
5	5	0.9	0.3	ModT-bPCA	0.833253644363243
5	10	0.9	0.3	ModT-bPCA	0.944461437690811
5	1.2	0.9	0.4	ModT-bPCA	0.508538267558418
5	1.5	0.9	0.4	ModT-bPCA	0.526848200199274
5	1.8	0.9	0.4	ModT-bPCA	0.55157535756577
5	2	0.9	0.4	ModT-bPCA	0.571881728763539
5	3	0.9	0.4	ModT-bPCA	0.686718844974956
5	5	0.9	0.4	ModT-bPCA	0.842020738607984
5	10	0.9	0.4	ModT-bPCA	0.947112401820655
5	1.2	0.9	0.5	ModT-bPCA	0.508172680698047
5	1.5	0.9	0.5	ModT-bPCA	0.527203451097332
5	1.8	0.9	0.5	ModT-bPCA	0.551331071627174
5	2	0.9	0.5	ModT-bPCA	0.573850852912132
5	3	0.9	0.5	ModT-bPCA	0.692440515988313
5	5	0.9	0.5	ModT-bPCA	0.849108384422787
5	10	0.9	0.5	ModT-bPCA	0.951729567434317
5	1.2	0.9	0.6	ModT-bPCA	0.50867740101583
5	1.5	0.9	0.6	ModT-bPCA	0.527793506680555
5	1.8	0.9	0.6	ModT-bPCA	0.550368358493134
5	2	0.9	0.6	ModT-bPCA	0.571615519524154
5	3	0.9	0.6	ModT-bPCA	0.698143127871468
5	5	0.9	0.6	ModT-bPCA	0.858258928023857
5	10	0.9	0.6	ModT-bPCA	0.95522907452154
5	1.2	0.9	0.7	ModT-bPCA	0.508043032039536
5	1.5	0.9	0.7	ModT-bPCA	0.526372859832327
5	1.8	0.9	0.7	ModT-bPCA	0.549684866101341
5	2	0.9	0.7	ModT-bPCA	0.570001377502026
5	3	0.9	0.7	ModT-bPCA	0.697427952692773
5	5	0.9	0.7	ModT-bPCA	0.866705412440489
5	10	0.9	0.7	ModT-bPCA	0.960449081226054
5	1.2	0.9	0.8	Wilcoxon-bPCA	0.507726414743888
5	1.5	0.9	0.8	ModT-bPCA	0.523992179958171
5	1.8	0.9	0.8	ModT-bPCA	0.542102433586396
5	2	0.9	0.8	ModT-bPCA	0.558544138306484
5	3	0.9	0.8	ModT-bPCA	0.688362733587805
5	5	0.9	0.8	ModT-bPCA	0.872565836544092
5	10	0.9	0.8	ModT-bPCA	0.961040931978691
5	1.2	0.9	0.9	Wilcoxon-bPCA	0.505691112873351
5	1.5	0.9	0.9	MSstatsPTM	0.517555793947946
5	1.8	0.9	0.9	ZILN_DM	0.562575733344511
5	2	0.9	0.9	ZILN_DM	0.588327347965359
5	3	0.9	0.9	ZILN_DM	0.673979161823601
5	5	0.9	0.9	ModT-bPCA	0.859463243310882
5	10	0.9	0.9	ModT-bPCA	0.962705657015137
5	1.2	0.9	1	ZIG_DM	0.504216287312989
5	1.5	0.9	1	ZIG_DM	0.542237436157189
5	1.8	0.9	1	ModT-SampMin	0.597616275988361
5	2	0.9	1	ModT-SampMin	0.623265453128383
5	3	0.9	1	ModT-SampMin	0.684596663064899
5	5	0.9	1	ZIG_DM	0.759417870083484
5	10	0.9	1	MSstatsPTM	0.858057027354352
10	1.2	0.3	0	T-bPCA	0.55210389233116
10	1.5	0.3	0	ModT-bPCA	0.724928155354546
10	1.8	0.3	0	ModT-bPCA	0.848741722726879
10	2	0.3	0	ModT-bPCA	0.895472223585291
10	3	0.3	0	ModT-bPCA	0.975499764151233
10	5	0.3	0	ModT-bPCA	0.995301020955454
10	10	0.3	0	ModT	0.998988503083641
10	1.2	0.3	0.1	T-bPCA	0.550460326176949
10	1.5	0.3	0.1	ModT-bPCA	0.720404502927811
10	1.8	0.3	0.1	ModT-bPCA	0.844226928908993
10	2	0.3	0.1	ModT-bPCA	0.892230291277494
10	3	0.3	0.1	ModT-bPCA	0.973948044937843
10	5	0.3	0.1	ModT-bPCA	0.9948611539285
10	10	0.3	0.1	ModT	0.998971730237653
10	1.2	0.3	0.2	T-bPCA	0.548233925292567
10	1.5	0.3	0.2	ModT-bPCA	0.714653143830339
10	1.8	0.3	0.2	ModT-bPCA	0.839299959255746
10	2	0.3	0.2	ModT-bPCA	0.887685714970564
10	3	0.3	0.2	ModT-bPCA	0.973124192240824
10	5	0.3	0.2	ModT-bPCA	0.99486250165714
10	10	0.3	0.2	ModT	0.998930518299871
10	1.2	0.3	0.3	T-bPCA	0.546023187314958
10	1.5	0.3	0.3	ModT-bPCA	0.708230091059119
10	1.8	0.3	0.3	ModT-bPCA	0.832199479879719
10	2	0.3	0.3	ModT-bPCA	0.881695906921308
10	3	0.3	0.3	ModT-bPCA	0.971594013955805
10	5	0.3	0.3	ModT-bPCA	0.994569883459093
10	10	0.3	0.3	ModT	0.998861484006296
10	1.2	0.3	0.4	T-bPCA	0.543845366488688
10	1.5	0.3	0.4	ModT-bPCA	0.698799771476487
10	1.8	0.3	0.4	ModT-bPCA	0.823973292854529
10	2	0.3	0.4	ModT-bPCA	0.874509538924149
10	3	0.3	0.4	ModT-bPCA	0.968804036376129
10	5	0.3	0.4	ModT-bPCA	0.993542081311635
10	10	0.3	0.4	ModT	0.998783460203551
10	1.2	0.3	0.5	T-bPCA	0.541327061324897
10	1.5	0.3	0.5	ModT-bPCA	0.689361990068845
10	1.8	0.3	0.5	ModT	0.814103269291309
10	2	0.3	0.5	ModT	0.868580928180332
10	3	0.3	0.5	ModT	0.966054382310619
10	5	0.3	0.5	ModT	0.992618534454885
10	10	0.3	0.5	ModT	0.998680552247055
10	1.2	0.3	0.6	T-bPCA	0.538561635621574
10	1.5	0.3	0.6	ModT-bPCA	0.67832145351006
10	1.8	0.3	0.6	ModT	0.808251127479247
10	2	0.3	0.6	ModT	0.863230475921847
10	3	0.3	0.6	ModT	0.963430665151233
10	5	0.3	0.6	ModT	0.991831098663219
10	10	0.3	0.6	ModT	0.998507308549328
10	1.2	0.3	0.7	T-bPCA	0.535678974710737
10	1.5	0.3	0.7	ModT	0.674765882395152
10	1.8	0.3	0.7	ModT	0.801673490452878
10	2	0.3	0.7	ModT	0.856028406643887
10	3	0.3	0.7	ModT	0.959674969999002
10	5	0.3	0.7	ModT	0.990746200723262
10	10	0.3	0.7	ModT	0.998262299508478
10	1.2	0.3	0.8	Wilcoxon-SampMin	0.540736349145162
10	1.5	0.3	0.8	Wilcoxon-SampMin	0.685469696053287
10	1.8	0.3	0.8	Wilcoxon-SampMin	0.79917822831351
10	2	0.3	0.8	ModT	0.846632538593931
10	3	0.3	0.8	ModT	0.954440006318613
10	5	0.3	0.8	ModT	0.988995770326358
10	10	0.3	0.8	ModT	0.997914059181349
10	1.2	0.3	0.9	Wilcoxon-SampMin	0.547311530806455
10	1.5	0.3	0.9	Wilcoxon-SampMin	0.712559352832136
10	1.8	0.3	0.9	Wilcoxon-SampMin	0.832885590407246
10	2	0.3	0.9	Wilcoxon-SampMin	0.87988534719871
10	3	0.3	0.9	Wilcoxon-SampMin	0.961236072369025
10	5	0.3	0.9	ModT	0.986228757842295
10	10	0.3	0.9	ModT	0.997306702278329
10	1.2	0.3	1	T-SampMin	0.556811802220975
10	1.5	0.3	1	ModT-SampMin	0.757470765740187
10	1.8	0.3	1	ModT-SampMin	0.886554500800589
10	2	0.3	1	ModT-SampMin	0.929034343581465
10	3	0.3	1	ModT-SampMin	0.987353640958586
10	5	0.3	1	ModT-SampMin	0.997907366481674
10	10	0.3	1	ModT-SampMin	0.999701616795531
10	1.2	0.4	0	T-bPCA	0.545853486966292
10	1.5	0.4	0	ModT-bPCA	0.693553270189778
10	1.8	0.4	0	ModT-bPCA	0.807261383641544
10	2	0.4	0	ModT-bPCA	0.857929942552065
10	3	0.4	0	ModT	0.958812879787284
10	5	0.4	0	ModT	0.990677380880395
10	10	0.4	0	ModT	0.998237282900293
10	1.2	0.4	0.1	T-bPCA	0.544646856246435
10	1.5	0.4	0.1	ModT-bPCA	0.689208129801139
10	1.8	0.4	0.1	ModT-bPCA	0.804240777091523
10	2	0.4	0.1	ModT-bPCA	0.853800392653088
10	3	0.4	0.1	ModT	0.958713639414859
10	5	0.4	0.1	ModT	0.990658463382316
10	10	0.4	0.1	ModT	0.998220569136463
10	1.2	0.4	0.2	T-bPCA	0.54280017534936
10	1.5	0.4	0.2	ModT-bPCA	0.684353702935288
10	1.8	0.4	0.2	ModT-bPCA	0.799336506081013
10	2	0.4	0.2	ModT-bPCA	0.849632273446664
10	3	0.4	0.2	ModT	0.957977118779567
10	5	0.4	0.2	ModT	0.990463963763076
10	10	0.4	0.2	ModT	0.998218150726047
10	1.2	0.4	0.3	T-bPCA	0.541360438056522
10	1.5	0.4	0.3	ModT-bPCA	0.677830377120421
10	1.8	0.4	0.3	ModT-bPCA	0.793267896416108
10	2	0.4	0.3	ModT	0.844360455662395
10	3	0.4	0.3	ModT	0.957107904321428
10	5	0.4	0.3	ModT	0.990139455413081
10	10	0.4	0.3	ModT	0.998131655582083
10	1.2	0.4	0.4	T-bPCA	0.538996480504664
10	1.5	0.4	0.4	ModT-bPCA	0.669672345386129
10	1.8	0.4	0.4	ModT-bPCA	0.783133198469637
10	2	0.4	0.4	ModT	0.841832876998773
10	3	0.4	0.4	ModT	0.955384430771795
10	5	0.4	0.4	ModT	0.989599775117766
10	10	0.4	0.4	ModT	0.998024946854196
10	1.2	0.4	0.5	T-bPCA	0.536233128826237
10	1.5	0.4	0.5	ModT-bPCA	0.659882007217019
10	1.8	0.4	0.5	ModT	0.778089857231604
10	2	0.4	0.5	ModT	0.836542471344573
10	3	0.4	0.5	ModT	0.952749120244669
10	5	0.4	0.5	ModT	0.988938828806528
10	10	0.4	0.5	ModT	0.997861726639278
10	1.2	0.4	0.6	T-bPCA	0.533705639576289
10	1.5	0.4	0.6	ModT	0.647397584339988
10	1.8	0.4	0.6	ModT	0.77249858937763
10	2	0.4	0.6	ModT	0.830115979185161
10	3	0.4	0.6	ModT	0.949121690324072
10	5	0.4	0.6	ModT	0.987789523722633
10	10	0.4	0.6	ModT	0.997663619406741
10	1.2	0.4	0.7	T-bPCA	0.529824661655648
10	1.5	0.4	0.7	ModT	0.643467459092745
10	1.8	0.4	0.7	ModT	0.763567439819362
10	2	0.4	0.7	ModT	0.820803813174608
10	3	0.4	0.7	ModT	0.943634737664905
10	5	0.4	0.7	ModT	0.986015000364115
10	10	0.4	0.7	ModT	0.997267560964986
10	1.2	0.4	0.8	Wilcoxon-SampMin	0.533947290972987
10	1.5	0.4	0.8	Wilcoxon-SampMin	0.659689034698149
10	1.8	0.4	0.8	Wilcoxon-SampMin	0.76624355288317
10	2	0.4	0.8	twoWilcox	0.81487193327091
10	3	0.4	0.8	ModT	0.934923648728787
10	5	0.4	0.8	ModT	0.983039155372707
10	10	0.4	0.8	ModT	0.996659101368991
10	1.2	0.4	0.9	Wilcoxon-SampMin	0.541939689122223
10	1.5	0.4	0.9	Wilcoxon-SampMin	0.693924020042029
10	1.8	0.4	0.9	Wilcoxon-SampMin	0.814480042961099
10	2	0.4	0.9	Wilcoxon-SampMin	0.862610028187821
10	3	0.4	0.9	Wilcoxon-SampMin	0.951317509513841
10	5	0.4	0.9	twoWilcox	0.983984244014491
10	10	0.4	0.9	ModT	0.995576869887256
10	1.2	0.4	1	T-SampMin	0.553882610409364
10	1.5	0.4	1	ModT-SampMin	0.747850513331387
10	1.8	0.4	1	ModT-SampMin	0.878881236844641
10	2	0.4	1	ModT-SampMin	0.92384936783895
10	3	0.4	1	ModT-SampMin	0.986365127064016
10	5	0.4	1	ModT-SampMin	0.997834240198328
10	10	0.4	1	ModT-SampMin	0.999694010790618
10	1.2	0.5	0	ModT-bPCA	0.53919908477968
10	1.5	0.5	0	ModT-bPCA	0.651798419380967
10	1.8	0.5	0	ModT-bPCA	0.749883653293457
10	2	0.5	0	ModT	0.805018456139196
10	3	0.5	0	ModT	0.937775347421464
10	5	0.5	0	ModT	0.983884581584144
10	10	0.5	0	ModT	0.996538252001117
10	1.2	0.5	0.1	ModT-bPCA	0.538085895483629
10	1.5	0.5	0.1	ModT-bPCA	0.649459672882303
10	1.8	0.5	0.1	ModT-bPCA	0.746901489559617
10	2	0.5	0.1	ModT	0.805585353013939
10	3	0.5	0.1	ModT	0.937495472166692
10	5	0.5	0.1	ModT	0.98392402703111
10	10	0.5	0.1	ModT	0.996596396943609
10	1.2	0.5	0.2	ModT-bPCA	0.536857074161936
10	1.5	0.5	0.2	ModT-bPCA	0.645579466145485
10	1.8	0.5	0.2	ModT	0.743828304577534
10	2	0.5	0.2	ModT	0.80472526814205
10	3	0.5	0.2	ModT	0.937532368420133
10	5	0.5	0.2	ModT	0.983897167514001
10	10	0.5	0.2	ModT	0.996620011781548
10	1.2	0.5	0.3	ModT-bPCA	0.53495811498085
10	1.5	0.5	0.3	ModT-bPCA	0.640878902743399
10	1.8	0.5	0.3	ModT	0.742541998471059
10	2	0.5	0.3	ModT	0.803603584326671
10	3	0.5	0.3	ModT	0.93667184318478
10	5	0.5	0.3	ModT	0.983660925341476
10	10	0.5	0.3	ModT	0.996614791464899
10	1.2	0.5	0.4	ModT-bPCA	0.532777527962148
10	1.5	0.5	0.4	ModT-bPCA	0.634009761075549
10	1.8	0.5	0.4	ModT	0.740266063592539
10	2	0.5	0.4	ModT	0.801043378237692
10	3	0.5	0.4	ModT	0.935052993995811
10	5	0.5	0.4	ModT	0.983011696420368
10	10	0.5	0.4	ModT	0.996499675015869
10	1.2	0.5	0.5	ModT-bPCA	0.53054678573943
10	1.5	0.5	0.5	ModT-bPCA	0.624866533266298
10	1.8	0.5	0.5	ModT	0.736721901715323
10	2	0.5	0.5	ModT	0.796380000827252
10	3	0.5	0.5	ModT	0.931596977927678
10	5	0.5	0.5	ModT	0.982010887333538
10	10	0.5	0.5	ModT	0.996241100334776
10	1.2	0.5	0.6	ModT-bPCA	0.528090607816602
10	1.5	0.5	0.6	Wilcoxon	0.618297141686496
10	1.8	0.5	0.6	ModT	0.73175885031704
10	2	0.5	0.6	ModT	0.790002907244638
10	3	0.5	0.6	ModT	0.927060055585844
10	5	0.5	0.6	ModT	0.980332296732719
10	10	0.5	0.6	ModT	0.995938622076799
10	1.2	0.5	0.7	ModT-bPCA	0.52422838088307
10	1.5	0.5	0.7	Wilcoxon	0.61593945594169
10	1.8	0.5	0.7	ModT	0.722914836090379
10	2	0.5	0.7	ModT	0.78005961369679
10	3	0.5	0.7	ModT	0.919353149558242
10	5	0.5	0.7	ModT	0.977512485740369
10	10	0.5	0.7	ModT	0.995328509363725
10	1.2	0.5	0.8	Wilcoxon-SampMin	0.527242843550911
10	1.5	0.5	0.8	Wilcoxon-SampMin	0.631697228603326
10	1.8	0.5	0.8	twoWilcox	0.732967113216092
10	2	0.5	0.8	twoWilcox	0.78722928373067
10	3	0.5	0.8	twoWilcox	0.914333574231541
10	5	0.5	0.8	ModT	0.97284237350515
10	10	0.5	0.8	ModT	0.99424194978292
10	1.2	0.5	0.9	Wilcoxon-SampMin	0.536752723541594
10	1.5	0.5	0.9	Wilcoxon-SampMin	0.673999156018336
10	1.8	0.5	0.9	Wilcoxon-SampMin	0.788177687077657
10	2	0.5	0.9	Wilcoxon-SampMin	0.839049609691225
10	3	0.5	0.9	twoWilcox	0.941987340913845
10	5	0.5	0.9	twoWilcox	0.981055222536064
10	10	0.5	0.9	ModT	0.992237539704426
10	1.2	0.5	1	T-SampMin	0.550142156607618
10	1.5	0.5	1	ModT-SampMin	0.734998513802383
10	1.8	0.5	1	ModT-SampMin	0.866739040782671
10	2	0.5	1	ModT-SampMin	0.914213802645662
10	3	0.5	1	ModT-SampMin	0.984813180840625
10	5	0.5	1	ModT-SampMin	0.997661066364173
10	10	0.5	1	ModT-SampMin	0.999680129680969
10	1.2	0.6	0	ModT-bPCA	0.531273037395819
10	1.5	0.6	0	ModT-bPCA	0.604597724428178
10	1.8	0.6	0	ModT	0.688946974614275
10	2	0.6	0	ModT	0.748081261494538
10	3	0.6	0	ModT	0.901832924279017
10	5	0.6	0	ModT	0.97039297711857
10	10	0.6	0	ModT	0.992945431219525
10	1.2	0.6	0.1	ModT-bPCA	0.531190771403007
10	1.5	0.6	0.1	ModT-bPCA	0.602984010402077
10	1.8	0.6	0.1	ModT	0.690562922431415
10	2	0.6	0.1	ModT	0.74919416138494
10	3	0.6	0.1	ModT	0.902778468474057
10	5	0.6	0.1	ModT	0.970507804518433
10	10	0.6	0.1	ModT	0.993042743972178
10	1.2	0.6	0.2	ModT-bPCA	0.530091731100042
10	1.5	0.6	0.2	ModT-bPCA	0.600641035785797
10	1.8	0.6	0.2	ModT	0.691186907388118
10	2	0.6	0.2	ModT	0.750617700108116
10	3	0.6	0.2	ModT	0.903193031202461
10	5	0.6	0.2	ModT	0.971006704691967
10	10	0.6	0.2	ModT	0.993167723385338
10	1.2	0.6	0.3	ModT-bPCA	0.528941660800887
10	1.5	0.6	0.3	ModT-bPCA	0.596248310087145
10	1.8	0.6	0.3	ModT	0.691326134295416
10	2	0.6	0.3	ModT	0.750317757612013
10	3	0.6	0.3	ModT	0.903026270559644
10	5	0.6	0.3	ModT	0.970616091295626
10	10	0.6	0.3	ModT	0.99317610511991
10	1.2	0.6	0.4	ModT-bPCA	0.527841492582147
10	1.5	0.6	0.4	ModT-bPCA	0.590998345749698
10	1.8	0.6	0.4	ModT	0.690559923925762
10	2	0.6	0.4	ModT	0.749688031907839
10	3	0.6	0.4	ModT	0.902512497363112
10	5	0.6	0.4	ModT	0.970259459264807
10	10	0.6	0.4	ModT	0.993095728116367
10	1.2	0.6	0.5	ModT-bPCA	0.526216760878389
10	1.5	0.6	0.5	Wilcoxon	0.591558703033739
10	1.8	0.6	0.5	ModT	0.688989139914445
10	2	0.6	0.5	ModT	0.747812243079267
10	3	0.6	0.5	ModT	0.899475439834741
10	5	0.6	0.5	ModT	0.969308679514377
10	10	0.6	0.5	ModT	0.99274976064541
10	1.2	0.6	0.6	ModT-bPCA	0.523507524606711
10	1.5	0.6	0.6	Wilcoxon	0.593343695118861
10	1.8	0.6	0.6	ModT	0.686155382076285
10	2	0.6	0.6	ModT	0.743067426799039
10	3	0.6	0.6	ModT	0.894780195759884
10	5	0.6	0.6	ModT	0.966962157590841
10	10	0.6	0.6	ModT	0.992406409814457
10	1.2	0.6	0.7	ModT-bPCA	0.519993044084793
10	1.5	0.6	0.7	Wilcoxon	0.593363204642397
10	1.8	0.6	0.7	ModT	0.680300662221036
10	2	0.6	0.7	ModT	0.734659444402279
10	3	0.6	0.7	ModT	0.885767205771892
10	5	0.6	0.7	ModT	0.962629493991571
10	10	0.6	0.7	ModT	0.991290814168079
10	1.2	0.6	0.8	ZILN_DM	0.521227748442131
10	1.5	0.6	0.8	ZILN_DM	0.608072209846179
10	1.8	0.6	0.8	ZILN_DM	0.705596612980187
10	2	0.6	0.8	ZILN_DM	0.757520581401505
10	3	0.6	0.8	SDA	0.892558265921291
10	5	0.6	0.8	SDA	0.957401726708074
10	10	0.6	0.8	ModT	0.989397370717152
10	1.2	0.6	0.9	Wilcoxon-SampMin	0.530097269093689
10	1.5	0.6	0.9	Wilcoxon-SampMin	0.645258890873458
10	1.8	0.6	0.9	Wilcoxon-SampMin	0.755753742790094
10	2	0.6	0.9	Wilcoxon-SampMin	0.805346768506562
10	3	0.6	0.9	twoWilcox	0.932470549013515
10	5	0.6	0.9	twoWilcox	0.977573097588292
10	10	0.6	0.9	ModT-SampMin	0.988566528982042
10	1.2	0.6	1	T-SampMin	0.545046388220104
10	1.5	0.6	1	ModT-SampMin	0.715308611225744
10	1.8	0.6	1	ModT-SampMin	0.848956279108246
10	2	0.6	1	ModT-SampMin	0.899831034739056
10	3	0.6	1	ModT-SampMin	0.981669021205393
10	5	0.6	1	ModT-SampMin	0.997284009411048
10	10	0.6	1	ModT-SampMin	0.99963744075414
10	1.2	0.7	0	ModT-bPCA	0.52174859548397
10	1.5	0.7	0	ModT-bPCA	0.560329971318561
10	1.8	0.7	0	ModT	0.630798220171658
10	2	0.7	0	ModT	0.680473044259258
10	3	0.7	0	ModT	0.844833514799423
10	5	0.7	0	ModT	0.944431719627522
10	10	0.7	0	ModT	0.985297627617633
10	1.2	0.7	0.1	ModT-bPCA	0.52148583878455
10	1.5	0.7	0.1	ModT-bPCA	0.55909605330039
10	1.8	0.7	0.1	ModT	0.632524417659553
10	2	0.7	0.1	ModT	0.683107310548003
10	3	0.7	0.1	ModT	0.847730673797033
10	5	0.7	0.1	ModT	0.945624682379707
10	10	0.7	0.1	ModT	0.985464510752101
10	1.2	0.7	0.2	ModT-bPCA	0.521279291854199
10	1.5	0.7	0.2	ModT-bPCA	0.557854301154835
10	1.8	0.7	0.2	ModT	0.633718831179454
10	2	0.7	0.2	ModT	0.685185595640659
10	3	0.7	0.2	ModT	0.850449184657297
10	5	0.7	0.2	ModT	0.946523390188196
10	10	0.7	0.2	ModT	0.985672914176636
10	1.2	0.7	0.3	ModT-bPCA	0.521194934650659
10	1.5	0.7	0.3	ModT	0.557684347090404
10	1.8	0.7	0.3	ModT	0.635504311095345
10	2	0.7	0.3	ModT	0.687850891247565
10	3	0.7	0.3	ModT	0.852429686307045
10	5	0.7	0.3	ModT	0.947377810847026
10	10	0.7	0.3	ModT	0.985797106881608
10	1.2	0.7	0.4	ModT-bPCA	0.520786265060141
10	1.5	0.7	0.4	ModT	0.558269066783672
10	1.8	0.7	0.4	ModT	0.636933174123402
10	2	0.7	0.4	ModT	0.688801729811367
10	3	0.7	0.4	ModT	0.854440947473567
10	5	0.7	0.4	ModT	0.947820810957946
10	10	0.7	0.4	ModT	0.985606216389305
10	1.2	0.7	0.5	ModT-bPCA	0.519914274234915
10	1.5	0.7	0.5	T-test	0.558562921246762
10	1.8	0.7	0.5	ModT	0.637953529811755
10	2	0.7	0.5	ModT	0.690771190459228
10	3	0.7	0.5	ModT	0.854135964328344
10	5	0.7	0.5	ModT	0.947350577182338
10	10	0.7	0.5	ModT	0.985467628025305
10	1.2	0.7	0.6	ModT-bPCA	0.518425605619865
10	1.5	0.7	0.6	MSstatsPTM	0.560922597838095
10	1.8	0.7	0.6	ModT	0.637607837515257
10	2	0.7	0.6	ModT	0.689748995209643
10	3	0.7	0.6	ModT	0.852184453625848
10	5	0.7	0.6	ModT	0.945550973833115
10	10	0.7	0.6	ModT	0.98467446379147
10	1.2	0.7	0.7	ModT-bPCA	0.515903599516197
10	1.5	0.7	0.7	ZILN_DM	0.563359716716264
10	1.8	0.7	0.7	ModT	0.636416371153271
10	2	0.7	0.7	ModT	0.687207361924666
10	3	0.7	0.7	ModT	0.845857741993177
10	5	0.7	0.7	ModT	0.940931282577939
10	10	0.7	0.7	ModT	0.982849887474827
10	1.2	0.7	0.8	ZILN_DM	0.517659555121756
10	1.5	0.7	0.8	ZILN_DM	0.590285777351633
10	1.8	0.7	0.8	ZILN_DM	0.679834587130432
10	2	0.7	0.8	ZILN_DM	0.733931168074528
10	3	0.7	0.8	ZILN_DM	0.883990844910759
10	5	0.7	0.8	ZIG_DM	0.948678102506159
10	10	0.7	0.8	ModT	0.978797078997667
10	1.2	0.7	0.9	ZILN_DM	0.525093303611922
10	1.5	0.7	0.9	ZILN_DM	0.62638715432633
10	1.8	0.7	0.9	ZILN_DM	0.734024727363803
10	2	0.7	0.9	ZILN_DM	0.78895617551828
10	3	0.7	0.9	ModT-SampMin	0.92900740278561
10	5	0.7	0.9	ModT-SampMin	0.981890512919416
10	10	0.7	0.9	ModT-SampMin	0.993217492861722
10	1.2	0.7	1	Wilcoxon-SampMin	0.536535714269427
10	1.5	0.7	1	ModT-SampMin	0.69086208358138
10	1.8	0.7	1	ModT-SampMin	0.817383652240986
10	2	0.7	1	ModT-SampMin	0.872295083255888
10	3	0.7	1	ModT-SampMin	0.971052116519589
10	5	0.7	1	ModT-SampMin	0.995275715550893
10	10	0.7	1	ModT-SampMin	0.999415353851751
10	1.2	0.8	0	ModT-bPCA	0.511936828613953
10	1.5	0.8	0	ModT	0.53146050942775
10	1.8	0.8	0	ModT	0.577156316957839
10	2	0.8	0	ModT	0.613464112511819
10	3	0.8	0	ModT	0.767491205765729
10	5	0.8	0	ModT	0.901165828795418
10	10	0.8	0	ModT	0.97133283327456
10	1.2	0.8	0.1	ModT-bPCA	0.512198015479695
10	1.5	0.8	0.1	T-test	0.531934496074023
10	1.8	0.8	0.1	ModT	0.579255761556975
10	2	0.8	0.1	ModT	0.615153095891893
10	3	0.8	0.1	ModT	0.771448940292073
10	5	0.8	0.1	ModT	0.904464093794343
10	10	0.8	0.1	ModT	0.97332900339976
10	1.2	0.8	0.2	ModT-bPCA	0.512411687547384
10	1.5	0.8	0.2	T-test	0.533245653923513
10	1.8	0.8	0.2	ModT	0.58082764829633
10	2	0.8	0.2	ModT	0.617993927482742
10	3	0.8	0.2	ModT	0.775898594449252
10	5	0.8	0.2	ModT	0.908826755070699
10	10	0.8	0.2	ModT	0.974693588126623
10	1.2	0.8	0.3	ModT-bPCA	0.512433314036121
10	1.5	0.8	0.3	T-test	0.535058819288962
10	1.8	0.8	0.3	ModT	0.582556221223736
10	2	0.8	0.3	ModT	0.620105264469166
10	3	0.8	0.3	ModT	0.780798940812855
10	5	0.8	0.3	ModT	0.912397936908505
10	10	0.8	0.3	ModT	0.976445364155576
10	1.2	0.8	0.4	ModT-bPCA	0.5127286607051
10	1.5	0.8	0.4	T-test	0.536695300584509
10	1.8	0.8	0.4	ModT	0.583976753160717
10	2	0.8	0.4	ModT	0.622894600104463
10	3	0.8	0.4	ModT	0.785465724421558
10	5	0.8	0.4	ModT	0.916627513653607
10	10	0.8	0.4	ModT	0.978428311865884
10	1.2	0.8	0.5	ModT-bPCA	0.512690945330941
10	1.5	0.8	0.5	T-test	0.538582587131044
10	1.8	0.8	0.5	ModT	0.586428696621856
10	2	0.8	0.5	ModT	0.625976962527695
10	3	0.8	0.5	ModT	0.790991596799081
10	5	0.8	0.5	ModT	0.921063737684311
10	10	0.8	0.5	ModT	0.980262240852759
10	1.2	0.8	0.6	ModT-bPCA	0.512507960008215
10	1.5	0.8	0.6	T-test	0.540647465089948
10	1.8	0.8	0.6	ModT	0.588155756678711
10	2	0.8	0.6	ModT	0.629916034094693
10	3	0.8	0.6	ModT	0.796817346081901
10	5	0.8	0.6	ModT	0.925706495916057
10	10	0.8	0.6	ModT	0.982164898360895
10	1.2	0.8	0.7	ModT-bPCA	0.511979525438088
10	1.5	0.8	0.7	T-test	0.54176581983166
10	1.8	0.8	0.7	ModT	0.591312735407025
10	2	0.8	0.7	ModT	0.632898580977161
10	3	0.8	0.7	ModT	0.800542164470976
10	5	0.8	0.7	ModT	0.92996233752911
10	10	0.8	0.7	ModT	0.984058548814696
10	1.2	0.8	0.8	ModT-bPCA	0.508904573202336
10	1.5	0.8	0.8	ZILN_DM	0.564412805889824
10	1.8	0.8	0.8	ZILN_DM	0.632519712851432
10	2	0.8	0.8	ZILN_DM	0.676807297099067
10	3	0.8	0.8	ZILN_DM	0.820212022178356
10	5	0.8	0.8	ModT	0.931055502430222
10	10	0.8	0.8	ModT	0.985228834582882
10	1.2	0.8	0.9	ZIG_DM	0.51812026145038
10	1.5	0.8	0.9	ZILN_DM	0.598178619591873
10	1.8	0.8	0.9	ZILN_DM	0.691593864400031
10	2	0.8	0.9	ZILN_DM	0.745839960067183
10	3	0.8	0.9	ZILN_DM	0.894227915812449
10	5	0.8	0.9	ZILN_DM	0.958972335359478
10	10	0.8	0.9	ModT	0.983894649738507
10	1.2	0.8	1	ZILN_DM	0.531867286337103
10	1.5	0.8	1	ModT-SampMin	0.655303645095597
10	1.8	0.8	1	ModT-SampMin	0.769976638622703
10	2	0.8	1	ModT-SampMin	0.820273542596851
10	3	0.8	1	ModT-SampMin	0.929200016280483
10	5	0.8	1	ModT-SampMin	0.958249554561728
10	10	0.8	1	twoWilcox	0.96732376780682
